chlorides,density,pH,sulphates,acid,residual sugar,alcohol,bound sulfur dioxide,quality,type
0.051,0.9953,3.18,0.48,9.24,5.2,10.6,121,6,white
0.122,0.9936,3.09,0.31,8.96,1.2,8.7,84,6,white
0.036,0.9967,3.08,0.58,9.04,10,9.6,137,6,white
0.051,0.9953,3.18,0.48,9.24,5.2,10.6,121,6,white
0.033,0.991,3.29,0.52,9.88,1.8,12.8,123,6,white
0.033,0.991,3.29,0.52,9.88,1.8,12.8,123,6,white
0.044,0.9938,3.14,0.51,9.86,3.5,10.1,88,6,white
0.055,0.9974,3.52,0.58,8.98,8.2,9.7,139,6,white
0.055,0.9974,3.52,0.58,8.98,8.2,9.7,139,6,white
0.063,0.9957,3.54,0.5,8.32,7,10.3,118,6,white
0.053,0.9953,3.63,0.76,8.62,2.4,10.5,121,6,white
0.05,0.9931,3.32,0.44,7.72,1.4,9.8,54,6,white
0.039,0.9938,2.94,0.32,10.58,7.2,11.5,52,6,white
0.045,0.9956,3.21,0.42,8.38,7.8,9.2,157,6,white
0.045,0.9956,3.21,0.42,8.38,7.8,9.2,157,6,white
0.036,0.9926,3.35,0.48,9.02,1.5,11.2,95,6,white
0.028,0.991,3.08,0.82,9.66,1.2,12.3,135,6,white
0.042,0.9945,3.34,0.44,7.62,6.4,10.4,112,6,white
0.047,0.9916,3.13,0.41,8.7,1.2,10.7,86,6,white
0.043,0.9953,3.13,0.59,9.9,7.3,10.5,54,6,white
0.047,0.9938,2.95,0.4,8.56,3.8,9.4,99,6,white
0.046,0.9956,3.24,0.43,7.92,7.3,9.2,153,6,white
0.046,0.9956,3.24,0.43,7.92,7.3,9.2,153,6,white
0.172,0.9932,3.27,0.39,8.26,1.4,9.9,84,6,white
0.167,0.9914,3.11,0.5,8.34,1.6,11.4,74,6,white
0.047,0.9938,2.95,0.4,8.56,3.8,9.4,99,6,white
0.046,0.996,3.08,0.52,9.86,8,10.7,168,6,white
0.031,0.9906,3.07,0.46,9.12,1.7,12.5,65,6,white
0.031,0.9906,3.07,0.46,9.12,1.7,12.5,65,6,white
0.04,0.9941,3.12,0.34,9.7,5.2,10.1,81,6,white
0.047,0.9932,3.4,0.47,8.86,1.6,10.7,98,6,white
0.045,0.9957,3.09,0.4,8.56,7.3,9,145,6,white
0.065,0.9937,3.22,0.52,7.58,1.6,9.2,126,6,white
0.045,0.9982,3.14,0.48,8.12,13.3,8.5,190,6,white
0.045,0.9957,3.11,0.37,8.36,7.7,8.7,153,6,white
0.053,0.9954,3.36,0.36,8.26,5.9,9.4,96,6,white
0.037,0.9954,3.38,0.53,7.9,6.4,9.7,124,6,white
0.048,0.9987,3.31,0.44,10.42,10.4,10.2,143,6,white
0.057,0.9928,3.19,0.35,9.58,3.5,11.5,94,6,white
0.047,0.9951,2.94,0.31,8.58,7.7,9.6,77,6,white
0.057,0.9928,3.19,0.35,9.58,3.5,11.5,94,6,white
0.048,1.0001,3.03,0.52,9.78,16.8,9.2,178,6,white
0.035,0.9933,3.26,0.45,9.26,1.6,10.2,105,6,white
0.042,0.9934,3.13,0.48,9.32,1.2,9.7,117,6,white
0.054,0.9948,3.27,0.52,7.82,7.5,10.1,109,6,white
0.054,0.9948,3.27,0.52,7.82,7.5,10.1,109,6,white
0.076,0.9978,3.12,0.58,8.72,12.8,9,161,6,white
0.053,1.0103,3.15,0.38,9.12,31.6,8.8,141,6,white
0.06,0.9966,3.26,0.58,9.58,7.8,11.3,128,6,white
0.049,0.9959,3.17,0.45,8.12,7.8,9.4,155,6,white
0.047,0.9954,3.23,0.4,8.2,8.3,10.3,137,6,white
0.053,1.0103,3.15,0.38,9.12,31.6,8.8,141,6,white
0.055,0.9927,2.95,0.51,10.26,5.9,11.8,95,6,white
0.036,0.9924,3.14,0.44,8.48,1.2,9.9,114,6,white
0.046,0.9963,3.2,0.56,8.64,6.7,9.8,127,6,white
0.046,0.9955,3.3,0.44,7.82,8.9,10.3,106,6,white
0.032,0.992,3.11,0.35,8.5,1.8,11.1,96,6,white
0.045,0.9944,3.36,0.45,7.2,6.6,10.4,128,6,white
0.046,0.9962,3.74,0.55,7.52,10,11.9,163,6,white
0.034,0.9915,3.27,0.55,7.92,1.3,11.4,95,6,white
0.04,0.9927,3.28,0.49,8.08,4.2,11.8,172,6,white
0.06,0.9952,3.37,0.42,8.58,1.4,9.2,103,6,white
0.036,0.9928,3.25,0.4,8.28,3,11,97,6,white
0.041,0.9982,3.08,0.31,9.86,14.9,10,143,6,white
0.038,0.9914,3.32,0.37,7.86,2,12.2,151,6,white
0.04,0.9927,3.28,0.49,8.08,4.2,11.8,172,6,white
0.043,0.9918,3.38,0.43,7.4,2.2,11.6,140,6,white
0.043,0.9944,3.44,0.61,7.82,1.8,10.2,96,6,white
0.035,0.9921,3.41,0.47,7.72,1.5,11.3,95,6,white
0.038,0.9934,3.41,0.55,7.32,1.5,9.9,119,6,white
0.061,0.995,3.22,0.51,9,3,10,153,6,white
0.059,0.9957,3.3,0.49,7.82,6.2,10.1,113,6,white
0.046,0.9939,3.26,0.5,8.04,6,10.8,79,6,white
0.044,0.9921,3.1,0.43,7.98,1.5,9.9,123,6,white
0.043,0.9933,3.38,0.31,6.8,1.8,9.4,45,6,white
0.041,0.9977,3.24,0.38,10.3,19.5,12,115,6,white
0.056,0.9945,3.47,0.42,7.86,5,10.5,91,6,white
0.064,0.9952,3.29,0.37,7.68,4.6,9.3,97,6,white
0.034,0.9924,3.23,0.44,8.24,6.4,11.8,69,6,white
0.045,0.9986,3.48,0.36,9.37,14.5,10,144,6,white
0.036,0.9939,3.2,0.68,8.6,6.7,11.4,93,6,white
0.031,0.9929,2.94,0.3,10.26,1.1,10.4,59,6,white
0.055,0.9988,3.36,0.37,10.3,13.8,9.5,130,6,white
0.041,0.9914,2.99,0.45,9.32,1.1,11.1,74,6,white
0.057,0.9978,3.39,0.38,7.82,9.6,9.6,135,6,white
0.042,0.9928,3.29,0.47,9.36,4.6,12,122,6,white
0.057,0.9978,3.39,0.38,7.82,9.6,9.6,135,6,white
0.061,0.9954,3.14,0.45,8.28,6.5,9.6,127,6,white
0.038,0.9906,3.18,0.32,9.26,2,12.9,124,6,white
0.039,0.99705,3.14,0.35,7.26,14.9,9.7,95,6,white
0.042,0.9982,3.23,0.51,9.62,10,9.3,136,6,white
0.042,0.9982,3.23,0.51,9.62,10,9.3,136,6,white
0.056,0.9924,3.2,0.43,6.98,1.5,10.2,90,6,white
0.045,0.9966,3.11,0.57,8.36,10.4,9.7,130,6,white
0.045,0.9967,3.24,0.54,7.49,12.3,9.5,144,6,white
0.042,0.9914,3.31,0.43,7.28,2.2,11.1,60,6,white
0.039,0.99705,3.14,0.35,7.26,14.9,9.7,95,6,white
0.042,0.99435,3.31,0.35,7.34,5.4,10.2,114,6,white
0.044,0.9948,3.16,0.51,9.16,5.7,10.2,93,6,white
0.037,0.997,3.4,0.5,8.32,10.9,9.6,94,6,white
0.059,0.9955,3.04,0.42,9.1,9.9,10.9,148,6,white
0.041,0.9941,3.34,0.72,7.38,1.4,9.5,101,6,white
0.059,0.9955,3.04,0.43,9.12,9.5,10.9,146,6,white
0.059,0.9955,3.04,0.42,9.1,9.9,10.9,148,6,white
0.054,0.9924,3.16,0.4,7.84,3,10.8,66,6,white
0.03,0.9973,3.24,0.4,10.68,19.6,12,107,6,white
0.041,0.9941,3.34,0.72,7.38,1.4,9.5,101,6,white
0.034,0.9945,3.05,0.37,9.44,9.25,11.4,69,6,white
0.067,0.9957,3.27,0.57,10.4,1.5,10.1,83,6,white
0.034,0.9945,3.05,0.37,9.44,9.25,11.4,69,6,white
0.056,0.993,3.2,0.53,8.96,1.4,10.4,132,6,white
0.061,0.9953,3.16,0.47,8.26,6.3,9.6,127,6,white
0.073,0.9984,3.06,0.41,7.84,15.4,8.7,117,6,white
0.04,0.9956,3.39,0.58,7.34,7.1,9.9,127,6,white
0.049,0.9966,3.08,0.4,8.64,10.2,9.3,134,6,white
0.073,0.9984,3.06,0.41,7.84,15.4,8.7,117,6,white
0.04,0.9956,3.39,0.58,7.34,7.1,9.9,127,6,white
0.049,0.9966,3.08,0.4,8.64,10.2,9.3,134,6,white
0.053,1.0008,3.28,0.79,10.06,15,8.8,124,6,white
0.053,1.0008,3.28,0.79,10.06,15,8.8,124,6,white
0.049,0.9928,3.18,0.41,7.74,1.5,9.9,145,6,white
0.042,0.9908,3.29,0.37,7,4.8,12.6,48,6,white
0.038,0.9917,3.19,0.43,8.26,1.2,11.1,92,6,white
0.038,0.9912,3.09,0.53,8.1,2.8,12,154,6,white
0.032,0.9896,3.38,0.44,7.1,1,12.3,69,6,white
0.032,0.9889,3.19,0.41,8.02,1.2,13,93,6,white
0.038,0.9912,3.09,0.53,8.1,2.8,12,154,6,white
0.054,0.9964,3.36,0.54,8.16,6.3,10,197,6,white
0.054,0.9964,3.36,0.54,8.16,6.3,10,197,6,white
0.051,0.9963,3.36,0.54,8.1,6.3,10,205,6,white
0.044,0.9949,3.6,0.41,7.42,5.6,10.6,117,6,white
0.123,0.9954,3.04,0.54,7.84,5.7,9.4,77,6,white
0.052,0.9984,3.44,0.55,7.9,11,9.3,194,6,white
0.123,0.9954,3.04,0.54,7.84,5.7,9.4,77,6,white
0.039,0.9976,3.07,0.52,9.18,11.8,9.5,153,6,white
0.059,0.9972,3.33,0.77,9.76,7.8,11.2,107,6,white
0.029,0.991,3.29,0.62,7.7,4.7,12.3,73,6,white
0.042,0.992,3.25,0.42,7.98,1.7,11.4,141,6,white
0.029,0.991,3.29,0.62,7.7,4.7,12.3,73,6,white
0.053,0.9981,3.14,0.45,9,14,9.8,114,6,white
0.053,0.9981,3.14,0.45,9,14,9.8,114,6,white
0.046,0.9946,3.32,0.66,7.44,4.7,10.5,104,6,white
0.054,0.997,3.14,0.46,8.76,10.2,10,108,6,white
0.042,0.994,3.43,0.61,8.2,2.4,10.5,97,6,white
0.255,0.9958,3.12,0.43,9.2,8.3,10.2,114,6,white
0.05,0.9984,3.34,0.5,8.64,13.9,9.8,154,6,white
0.031,0.9948,3.1,0.37,8.2,13.8,11.6,103,6,white
0.049,0.9924,3.31,0.5,7.1,1.8,10.3,128,6,white
0.048,0.9945,3.34,0.49,7.86,5.1,10.4,130,6,white
0.053,0.994,3.18,0.49,8.98,2,9.6,92,6,white
0.032,0.9921,3.08,0.37,9.12,1.2,10.4,57,6,white
0.043,0.9986,3.03,0.57,9.02,14,8.7,207,6,white
0.043,0.9987,3.06,0.36,8.82,16.2,9.2,89,6,white
0.043,0.9987,3.06,0.36,8.82,16.2,9.2,89,6,white
0.043,0.9987,3.06,0.36,8.82,16.2,9.2,89,6,white
0.039,0.9969,2.93,0.49,9.08,10.3,9.5,139,6,white
0.037,0.9966,2.9,0.41,9.42,8.1,8.9,113,6,white
0.037,0.9966,2.9,0.41,9.42,8.1,8.9,113,6,white
0.053,0.9976,3.29,0.64,8.64,8.6,9.9,74,6,white
0.033,0.9988,2.72,0.43,11,14.1,9.7,121,6,white
0.04,0.9984,2.93,0.49,9.96,10.7,9.1,157,6,white
0.039,0.9969,2.93,0.49,9.08,10.3,9.5,139,6,white
0.037,0.9966,2.9,0.41,9.42,8.1,8.9,113,6,white
0.041,0.9926,3.04,0.74,7.98,1.3,9.9,51,6,white
0.036,0.9939,2.96,0.46,9.04,8.5,11.7,92,6,white
0.049,0.9953,3.09,0.5,9.36,2.1,9.6,132,6,white
0.033,0.9906,3,0.37,8.26,3.5,12,108,6,white
0.041,0.9926,3.04,0.74,7.98,1.3,9.9,51,6,white
0.044,0.9991,3.17,0.58,7.88,14.4,8.9,123,6,white
0.049,0.9994,3.24,0.66,8.74,13.7,9,133,6,white
0.204,0.9931,3.16,0.43,7.86,1.4,10,82,6,white
0.208,0.9932,3.16,0.43,7.88,1.4,10,82,6,white
0.047,0.9938,3.23,0.39,8.18,6.8,11.4,146,6,white
0.043,0.9974,3.04,0.41,10.42,10.5,10.4,179,6,white
0.042,0.9948,2.89,0.34,11.08,6.2,10.1,78,6,white
0.04,0.9924,3.23,0.66,8.08,1.6,10.3,62,6,white
0.043,0.9974,3.04,0.41,10.42,10.5,10.4,179,6,white
0.049,0.9954,2.99,0.58,9.22,7.8,10,113,6,white
0.066,0.9992,3.6,0.43,7.48,12,9,101,6,white
0.044,0.996,3.37,0.74,9.34,4.3,10.8,123,6,white
0.058,0.9966,3.29,0.38,7.88,7.2,9.2,67,6,white
0.056,1.0017,2.96,0.58,9.14,16.6,8.7,185,6,white
0.056,1.0017,2.96,0.58,9.14,16.6,8.7,185,6,white
0.076,0.9979,3.03,0.38,7.9,13.3,8.6,113,6,white
0.047,0.9941,3.12,0.35,8.42,8.1,10.5,101,6,white
0.047,0.9934,3.43,0.53,8.62,1.4,10.1,101,6,white
0.036,0.9944,3.23,0.47,10.14,2.5,10.7,84,6,white
0.048,0.9959,3.24,0.43,8.04,7.8,9.5,121,6,white
0.048,0.9966,3.25,0.5,9.34,6.3,9.1,113,6,white
0.044,0.9932,3.19,0.54,9.08,1.2,10.5,80,6,white
0.042,0.9984,3.09,0.46,9.26,12.8,9,127,6,white
0.049,1.0006,3.2,0.62,9.64,16.65,9.1,133,6,white
0.047,0.9937,3.2,0.53,8.74,1.9,10.1,124,6,white
0.043,0.997,3.11,0.53,9.08,10.4,9.5,138,6,white
0.053,0.9926,3.13,0.45,8.44,5.25,11.6,147,6,white
0.043,0.9994,3.34,0.67,8.22,14.6,8.8,121,6,white
0.055,1.0004,3.34,0.82,9.56,11.8,8.9,119,6,white
0.043,0.9994,3.34,0.67,8.22,14.6,8.8,121,6,white
0.055,1.0004,3.34,0.82,9.56,11.8,8.9,119,6,white
0.055,1.0004,3.34,0.82,9.56,11.8,8.9,119,6,white
0.055,1.0002,3.13,0.46,8.28,17.3,9,165,6,white
0.047,0.9934,3.36,0.69,8.64,1.6,11.1,111,6,white
0.053,0.9926,3.13,0.45,8.44,5.25,11.6,147,6,white
0.043,0.9941,3.42,0.68,8.54,2.4,10.6,120,6,white
0.043,0.9994,3.34,0.67,8.22,14.6,8.8,121,6,white
0.055,1.0004,3.34,0.82,9.56,11.8,8.9,119,6,white
0.038,0.9924,3.34,0.58,6.58,1.5,10.1,68,6,white
0.035,0.9918,3.23,0.53,8.62,2,11,75,6,white
0.046,0.9979,3.22,0.67,7.68,16.7,10.4,95,6,white
0.028,0.994,3.11,0.66,8.06,8,10.8,62,6,white
0.046,0.9979,3.22,0.67,7.68,16.7,10.4,95,6,white
0.05,0.9937,3.19,0.7,8.9,6.4,11.5,127,6,white
0.051,0.9928,3.23,0.42,7.28,1.5,10.1,96,6,white
0.04,0.9965,3.11,0.53,9.06,7.6,9.2,170,6,white
0.051,0.9928,3.23,0.42,7.28,1.5,10.1,96,6,white
0.037,0.9962,3.1,0.45,10,7.1,9.7,117,6,white
0.04,0.9965,3.11,0.53,9.06,7.6,9.2,170,6,white
0.034,0.9951,3.06,0.52,11.16,2.3,11,123,6,white
0.024,0.9916,3.24,0.54,7.4,1.4,10.8,72,6,white
0.046,0.9934,3.8,0.41,6.88,1.2,10.2,135,6,white
0.032,0.997,3.22,0.59,8.2,10.6,9.5,156,6,white
0.028,0.9948,3.34,0.45,6.4,4.8,9.2,82,6,white
0.03,0.992,2.97,0.53,8.44,2.7,11,77,6,white
0.034,0.9964,3.28,0.63,6.55,12.6,9.9,93,6,white
0.029,0.9931,3.07,0.26,8.46,4.6,10.6,128,6,white
0.036,0.9925,3.32,0.4,7.82,1.8,10.8,73,6,white
0.042,0.9952,3.3,0.75,7.6,4.9,9.5,129,6,white
0.029,0.9906,3.44,0.37,6.7,1.4,11,78,6,white
0.057,0.9948,3.26,0.51,8.58,1.3,9.1,148,6,white
0.04,0.995,3.26,0.68,7.4,5.2,9.5,109,6,white
0.042,0.9952,3.3,0.75,7.6,4.9,9.5,129,6,white
0.055,0.9951,3.52,0.54,8.22,2.1,10.2,159,6,white
0.042,0.9931,3.68,0.72,6.84,1.4,10.5,94,6,white
0.036,0.9962,3.15,0.34,8.8,11.1,10.5,94,6,white
0.053,0.9948,3.29,0.76,8.88,1.6,9.6,103,6,white
0.053,0.9948,3.29,0.76,8.88,1.6,9.6,103,6,white
0.049,0.9942,3.12,0.58,9.26,1.5,9.4,105,6,white
0.046,0.9942,3.22,0.38,9.6,1.6,9.8,101,6,white
0.053,0.9948,3.29,0.76,8.88,1.6,9.6,103,6,white
0.056,1,3.42,0.35,8.48,13.1,9.1,91,6,white
0.042,0.9906,3.19,0.56,8.06,2.3,12.4,69,6,white
0.048,0.9972,3.16,0.48,9.24,10.2,10.3,95,6,white
0.056,1,3.42,0.35,8.48,13.1,9.1,91,6,white
0.038,0.9969,3.12,0.55,8.78,10.7,9.5,127,6,white
0.038,0.9969,3.12,0.55,8.78,10.7,9.5,127,6,white
0.041,0.9914,3.43,0.42,7.44,3.1,12,108,6,white
0.054,0.9948,3.43,0.5,7,2.6,9.2,110,6,white
0.056,0.9998,3.37,0.38,8.18,16.9,9.6,109,6,white
0.056,0.9998,3.37,0.38,8.18,16.9,9.6,109,6,white
0.03,0.9914,2.99,0.68,9.32,2.1,11.9,140,6,white
0.041,0.9939,3.25,0.52,7.96,7,10.8,80,6,white
0.058,0.995,3.25,0.52,8.98,5.9,10.9,101,6,white
0.053,0.9972,3.17,0.48,9.26,10.65,10.2,92,6,white
0.054,0.997,3.4,0.42,8.22,10,9.9,116,6,white
0.056,0.9954,3.44,0.4,8.03,6.8,9.6,79,6,white
0.038,0.9921,3.24,0.46,7.96,5.1,11.8,68,6,white
0.035,0.9905,3.18,0.43,8.16,3,12.2,66,6,white
0.052,0.993,3.2,0.41,8.1,2.1,10.6,61,6,white
0.054,0.9941,3.27,0.45,8.64,1.9,10.3,68,6,white
0.031,0.9922,3.01,0.33,9.54,4.7,12,61,6,white
0.048,0.994,3.52,0.66,8.3,1.3,10.6,79,6,white
0.04,0.9954,3.47,0.48,7.42,9.7,11,95,6,white
0.087,0.9948,2.77,0.44,11.34,2.4,9.4,96,6,white
0.031,0.9922,3.01,0.33,9.54,4.7,12,61,6,white
0.047,0.993,3.22,0.55,8.8,1.3,10.8,73,6,white
0.053,0.9982,3.4,0.46,9.58,10.1,9.5,117,6,white
0.044,0.992,3.11,0.4,8.48,3.8,11,84,6,white
0.041,0.9956,3.29,0.47,7.54,9.8,10.1,80,6,white
0.052,0.9963,3.35,0.49,7.4,9.6,9.4,66,6,white
0.048,0.9967,2.92,0.54,8.1,12.2,9.4,89,6,white
0.044,0.9912,3.31,0.51,8.98,2.6,12.7,81,6,white
0.058,0.9966,3.27,0.51,9.28,4.9,9.7,122,6,white
0.048,0.9967,2.92,0.54,8.1,12.2,9.4,89,6,white
0.052,0.9963,3.35,0.49,7.4,9.6,9.4,66,6,white
0.037,0.9902,3.1,0.38,7.96,1.1,11.7,51,6,white
0.036,0.99,3.09,0.37,8.24,1,11.7,75,6,white
0.049,0.9966,3.24,0.52,7.94,11.3,9.5,154,6,white
0.051,0.994,3.23,0.67,7.1,2.3,10.3,124,6,white
0.035,0.996,3,0.37,10.04,15.75,12.1,116,6,white
0.039,0.9918,3.17,0.64,8.34,1.5,12.2,101,6,white
0.056,0.9938,3.63,0.78,7.98,1.4,10.3,101,6,white
0.039,0.9918,3.17,0.64,8.34,1.5,12.2,101,6,white
0.047,0.9939,3.52,0.65,8.32,1.4,10.4,84,6,white
0.041,0.9981,3.13,0.4,9.74,13.8,9.9,129,6,white
0.051,0.9928,3.21,0.38,9.36,3.8,11.5,111,6,white
0.041,0.9952,3.44,0.6,8.84,6.9,10.5,134,6,white
0.045,0.9914,2.98,0.44,8.08,1.6,10.5,80,6,white
0.041,0.9981,3.13,0.4,9.74,13.8,9.9,129,6,white
0.056,0.998,3.42,0.42,8.02,12.8,9.8,125,6,white
0.034,0.9947,3.21,0.36,8.1,9.2,11.5,108,6,white
0.034,0.9947,3.21,0.36,8.1,9.2,11.5,108,6,white
0.054,0.99416,2.96,0.45,9.42,2.8,9.5,73,6,white
0.048,0.9974,3.32,0.46,8.62,8.5,9.5,137,6,white
0.046,0.99471,3.6,0.44,6.98,6.2,10.6,112,6,white
0.048,0.9974,3.32,0.46,8.62,8.5,9.5,137,6,white
0.046,0.99471,3.6,0.44,6.98,6.2,10.6,112,6,white
0.047,0.99243,3.28,0.45,8.38,1.7,10.6,84,6,white
0.06,1.00182,3.08,0.61,10.96,17.3,8.8,189,6,white
0.049,0.9924,3.14,0.43,7.1,3.4,10.4,125,6,white
0.046,0.99466,3.38,0.46,8.14,1.6,10,98,6,white
0.157,0.99449,3.11,0.53,9.06,1.4,9,98,6,white
0.157,0.99449,3.11,0.53,9.06,1.4,9,98,6,white
0.061,0.99475,3.18,0.45,7.84,4.1,9,114,6,white
0.032,0.99189,3.06,0.44,9.62,2.8,11.5,50,6,white
0.045,0.99752,3.52,0.77,7.84,10.9,10.4,101,6,white
0.045,0.99752,3.52,0.77,7.84,10.9,10.4,101,6,white
0.034,0.99642,3.47,0.4,7.3,5.9,8.5,117,6,white
0.055,1.00047,3.07,0.67,10,17.3,9.3,122,6,white
0.06,0.99784,3.39,0.46,7.72,13.5,9.9,106,6,white
0.035,0.99486,3.4,0.42,7.26,8.5,10.4,80,6,white
0.043,0.99566,3.17,0.44,7.68,7.7,9.4,143,6,white
0.033,0.99268,3.53,0.39,8.28,1.3,10.6,66,6,white
0.043,0.99566,3.17,0.44,7.68,7.7,9.4,143,6,white
0.047,0.9933,3.61,0.54,7.22,1.3,10.2,57,6,white
0.046,0.99307,3.61,0.55,7.06,1.3,10.3,48,6,white
0.047,0.99365,3.1,0.56,9.5,2.7,10.8,112,6,white
0.054,0.99272,3.18,0.46,7.6,1.2,9.9,169,6,white
0.041,0.99508,3.23,0.37,8.72,6.9,10,88,6,white
0.042,0.99674,3.24,0.53,7.92,10.6,9.5,136,6,white
0.06,0.9944,3.06,0.4,8.74,1.4,9.4,153,6,white
0.035,0.99232,3.14,0.5,9.34,1.3,9.8,115,6,white
0.032,0.99182,3.31,0.38,8.04,6.3,12.2,85,6,white
0.061,0.9966,3.4,0.58,9.3,8.1,11,95,6,white
0.037,0.99379,3.1,0.67,9,8.1,11.8,88,6,white
0.036,0.99228,3.24,0.61,7,1.3,9.9,98,6,white
0.041,0.99335,3.35,0.66,8.68,1.8,11.1,106,6,white
0.049,0.99297,3.13,0.36,8.04,1.1,9.7,112,6,white
0.049,0.99297,3.13,0.36,8.04,1.1,9.7,112,6,white
0.05,0.9986,3.25,0.59,8.84,12.7,9.3,184,6,white
0.049,0.9981,3.47,0.59,7.74,10.6,9.3,171,6,white
0.041,0.99509,3.22,0.55,7.98,7.2,9.5,69,6,white
0.06,0.99572,3.49,0.59,8.86,4.8,10.3,129,6,white
0.041,0.99509,3.22,0.55,7.98,7.2,9.5,69,6,white
0.043,0.99676,3.11,0.49,9.1,11,10,170,6,white
0.031,0.99194,3,0.54,8.54,2.6,10.9,74,6,white
0.029,0.99077,2.95,0.77,9.44,2,12.2,127,6,white
0.04,0.99708,3.11,0.57,9.08,11.4,9.6,149,6,white
0.06,0.99353,3.13,0.46,6.98,1.3,8.7,90,6,white
0.046,0.99199,3.43,0.48,7.48,1.4,11.1,40,6,white
0.051,0.99354,3.3,0.5,8.42,2,10.4,101,6,white
0.05,0.99724,3.17,0.49,9.28,10.1,10.1,91,6,white
0.035,0.9927,3.49,0.5,7.44,1.7,10.5,105,6,white
0.05,0.99652,3.15,0.49,8.4,8.1,9.1,148,6,white
0.037,0.99698,3.25,0.37,8.68,14.9,10.4,99,6,white
0.03,0.99474,3.68,0.46,7,6,10.7,115,6,white
0.039,0.9911,3.3,0.41,8.2,2,12,145,6,white
0.036,0.99168,3.38,0.43,8.22,4.9,12.2,109,6,white
0.039,0.9911,3.3,0.41,8.2,2,12,145,6,white
0.05,0.99556,3.29,0.46,8.02,8.9,9.8,66,6,white
0.042,0.99518,3.5,0.59,8.3,5.1,10.2,107,6,white
0.025,0.9929,3.28,0.53,7.8,5.8,11,48,6,white
0.043,0.99453,3.13,0.7,7.56,8.2,10.1,124,6,white
0.093,0.9938,3.25,0.49,7.42,1.5,9.6,93,6,white
0.037,0.9916,3.17,0.41,7.42,4.9,11.8,88,6,white
0.024,0.99116,3.15,0.49,9.5,1.6,11.9,67,6,white
0.046,0.99319,3.66,0.57,6.9,1.4,10.3,60,6,white
0.038,0.99566,3.12,0.56,9.08,8.2,10,130,6,white
0.034,0.99166,2.96,0.98,10.18,2.1,12.7,106,6,white
0.033,0.99117,3.17,0.52,9.3,4.45,12.7,77,6,white
0.036,0.99399,3.34,0.54,8.76,5.8,11,86,6,white
0.047,0.99622,3.38,0.58,7.84,7.3,10.1,190,6,white
0.045,1.00051,3.05,0.5,9.04,19.1,9.2,158,6,white
0.047,0.99622,3.38,0.58,7.84,6.85,10.1,190,6,white
0.036,0.99411,3.36,0.68,8.26,3,10.1,100,6,white
0.036,0.99411,3.36,0.68,8.26,3,10.1,100,6,white
0.04,0.99194,3.27,0.48,8.26,1.5,11.2,140,6,white
0.04,0.99558,3.14,0.55,9.34,7.5,9.8,160,6,white
0.04,0.99194,3.27,0.48,8.26,1.5,11.2,140,6,white
0.04,0.99558,3.14,0.55,9.34,7.5,9.8,160,6,white
0.054,0.99888,3.11,0.5,8.5,13.9,8.9,166,6,white
0.045,1.00014,3.02,0.56,9.4,17.5,9.1,205,6,white
0.05,0.99437,3.13,0.5,9.08,4.8,10,116,6,white
0.042,0.9979,3.48,0.75,8.58,9.7,9.9,94,6,white
0.028,0.99203,3.17,1.06,8.16,1.6,11.5,155,6,white
0.042,0.99612,3.43,0.64,7.56,8.2,9.8,112,6,white
0.04,0.99295,3.36,0.62,7.66,1.5,10.5,95,6,white
0.043,0.99394,3.45,0.63,7.76,2.3,10.6,120,6,white
0.027,0.99268,3.53,0.56,7.22,1.6,10.8,105,6,white
0.031,0.99692,3.07,0.58,9.1,10.4,9.6,147,6,white
0.037,0.99592,3.19,0.54,9.48,7.4,10.6,120,6,white
0.037,0.99592,3.19,0.54,9.48,7.4,10.6,120,6,white
0.031,0.99692,3.07,0.58,9.1,10.4,9.6,147,6,white
0.038,0.99375,3.2,0.62,8.2,1.7,10.2,101,6,white
0.029,0.99155,3.25,0.51,6.2,0.8,10.1,51,6,white
0.032,0.99571,3.13,0.4,9.74,10.3,10.7,85,6,white
0.043,0.99658,3.11,0.54,7,15.55,10.1,122,6,white
0.142,0.9937,3.08,0.49,8.36,1.4,9,96,6,white
0.047,0.99542,3.19,0.48,7.58,7.9,9.5,157,6,white
0.052,0.99825,3.37,0.49,7.68,13,9.4,125,6,white
0.041,0.99432,3.1,0.5,7.88,4.85,9.8,177,6,white
0.047,0.99523,3.19,0.48,7.46,7.1,9.5,147,6,white
0.047,0.99542,3.19,0.48,7.58,7.9,9.5,157,6,white
0.045,0.99543,3.1,0.55,9.2,7.6,10.1,143,6,white
0.034,0.99088,2.97,0.51,8.98,1.7,11.9,97,6,white
0.034,0.99088,2.97,0.51,8.98,1.7,11.9,97,6,white
0.074,0.99922,3.19,0.44,7.14,19.95,9.3,142,6,white
0.036,0.9966,3.33,0.76,9.46,7.7,10,99,6,white
0.074,0.99922,3.19,0.44,7.14,19.95,9.3,142,6,white
0.039,0.99376,3.32,0.49,8.04,7,11.4,138,6,white
0.054,0.99543,3.21,0.43,9.66,3.1,9.4,120,6,white
0.053,0.99886,3.2,0.63,9.02,14.1,9.4,157,6,white
0.044,0.99526,3.22,0.48,7.92,7.7,9.7,149,6,white
0.045,0.99691,3.33,0.43,7.62,11.6,9.8,133,6,white
0.045,0.99573,3.26,0.46,7.66,7.5,9.2,157,6,white
0.058,0.99656,3.19,0.6,7.78,11.2,9.4,147,6,white
